,Date,Open,High,Low,Close,Adj Close,Volume,MA10,MA30,k,d
0,2020-01-02,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000,,,0.0,0.0
1,2020-01-03,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000,,,0.0,0.0
2,2020-01-06,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000,,,0.0,0.0
3,2020-01-07,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000,,,0.0,0.0
4,2020-01-08,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000,,,0.0,0.0
5,2020-01-09,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000,,,0.0,0.0
6,2020-01-10,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3212970000,,,0.0,0.0
7,2020-01-13,3271.1298829999996,3288.1298829999996,3268.429932,3288.1298829999996,3288.1298829999996,3456380000,,,0.0,0.0
8,2020-01-14,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3665130000,,,84.9713947346898,85.96322635143245
9,2020-01-15,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3716840000,3262.9830078999994,,85.31139243742763,87.06621882051444
10,2020-01-16,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000,3268.8790039999994,,85.13358621520537,85.13879112910759
11,2020-01-17,3323.659912,3329.8798829999996,3318.860107,3329.6201170000004,3329.6201170000004,3698170000,3278.3560058999997,,91.41856729689202,87.28784864984168
12,2020-01-21,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000,3285.8070068999996,,93.93076007026245,90.16097119411995
13,2020-01-22,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3619850000,3294.2640136999994,,84.75327674099923,90.03420136938458
14,2020-01-23,3315.77002,3326.8798829999996,3301.8701170000004,3325.540039,3325.540039,3764860000,3301.5130126999998,,73.5385554969384,84.0741974360667
15,2020-01-24,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000,3303.5900147,,54.217923142238455,70.83658512672535
16,2020-01-27,3247.159912,3258.850098,3234.5,3243.6298829999996,3243.6298829999996,3823100000,3301.4179931999997,,33.18680852079282,53.64776238665655
17,2020-01-28,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000,3300.2290039,,24.681873482540357,37.36220171519054
18,2020-01-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000,3299.2540039,,29.55978911050443,29.14282370461253
