,Date,Open,High,Low,Close,Adj Close,Volume,MA10,MA30,k,d
0,1994-01-03,466.51000999999997,466.94000199999994,464.35998499999994,465.44000199999994,465.44000199999994,270140000,,,0.0,0.0
1,1994-01-04,465.44000199999994,466.89001500000006,464.44000199999994,466.89001500000006,466.89001500000006,326600000,,,0.0,0.0
2,1994-01-05,466.89001500000006,467.82000700000003,465.920013,467.549988,467.549988,400030000,,,0.0,0.0
3,1994-01-06,467.549988,469.0,467.01998899999995,467.119995,467.119995,365960000,,,0.0,0.0
4,1994-01-07,467.089996,470.26000999999997,467.02999900000003,469.89999400000005,469.89999400000005,324920000,,,0.0,0.0
5,1994-01-10,469.89999400000005,475.26998899999995,469.549988,475.26998899999995,475.26998899999995,319490000,,,0.0,0.0
6,1994-01-11,475.26998899999995,475.27999900000003,473.26998899999995,474.130005,474.130005,305490000,,,0.0,0.0
7,1994-01-12,474.130005,475.05999800000006,472.14001500000006,474.170013,474.170013,310690000,,,0.0,0.0
8,1994-01-13,474.170013,474.170013,471.799988,472.47000099999997,472.47000099999997,277970000,,,80.07168940764114,88.4558332174823
9,1994-01-14,472.5,475.32000700000003,472.5,474.910004,474.910004,304920000,470.7850006,,81.79853315052375,84.43181307951117
10,1994-01-17,474.910004,474.910004,472.839996,473.299988,473.299988,233980000,471.5709991999999,,67.14902556596037,76.3397493747084
11,1994-01-18,473.299988,475.19000199999994,473.290009,474.25,474.25,308840000,472.3069976999999,,68.36996548617628,72.43917473422012
12,1994-01-19,474.25,474.700012,472.209991,474.299988,474.299988,311370000,472.9819976999999,,61.07932940134631,65.53277348449431
13,1994-01-20,474.299988,475.0,473.420013,474.98001100000005,474.98001100000005,310450000,473.7679992999999,,76.56409694412206,68.67113061054822
14,1994-01-21,474.98001100000005,475.55999800000006,473.72000099999997,474.72000099999997,474.72000099999997,346350000,474.24999999999983,,78.33852265697062,71.99398300081299
15,1994-01-24,474.72000099999997,475.200012,471.48999000000003,471.97000099999997,471.97000099999997,296900000,473.9200011999998,,58.59569431309214,71.1661046380616
16,1994-01-25,471.97000099999997,472.55999800000006,470.26998899999995,470.920013,470.920013,326120000,473.59900199999976,,33.0023804457227,56.645532471928476
17,1994-01-26,470.920013,473.44000199999994,470.72000099999997,473.200012,473.200012,304660000,473.50200189999975,,26.48983014519813,39.36263496800431
18,1994-01-27,473.200012,477.51998899999995,473.200012,477.049988,477.049988,346500000,473.9600005999998,,53.7309530466512,37.74105454585733
19,1994-01-28,477.049988,479.75,477.049988,478.700012,478.700012,313140000,474.3390013999998,,79.27642727750425,53.16573682311785
20,1994-01-31,478.700012,482.85000599999995,478.700012,481.60998499999994,481.60998499999994,322870000,475.1700010999998,,90.86144943417776,74.62294325277772
21,1994-02-01,481.60000599999995,481.64001500000006,479.17999299999997,479.619995,479.619995,322510000,475.7070005999998,,84.14628214977772,84.76138628715323
22,1994-02-02,479.619995,482.23001100000005,479.57000700000003,482.0,482.0,328960000,476.4770017999998,,84.90209952471999,86.63661036955847
23,1994-02-03,481.959991,481.959991,478.709991,480.709991,480.709991,318350000,477.04999979999985,,75.88889069562082,81.64575745670616
24,1994-02-04,480.67999299999997,481.01998899999995,469.27999900000003,469.80999800000006,469.80999800000006,378380000,476.55899949999986,,52.73353708381637,71.17484243471904
25,1994-02-07,469.80999800000006,472.089996,467.57000700000003,471.76000999999997,471.76000999999997,348270000,476.5380003999999,,31.863384995253373,53.495270924896836
26,1994-02-08,471.76000999999997,472.329987,469.5,471.049988,471.049988,318180000,476.55099789999986,,18.741592499369336,34.446171526146344
27,1994-02-09,471.049988,473.410004,471.049988,472.76998899999995,472.76998899999995,332670000,476.50799559999984,,29.485077797065646,26.696685097229434
28,1994-02-10,472.80999800000006,473.130005,468.910004,468.92999299999997,468.92999299999997,327250000,475.6959960999999,,23.328493690523327,23.851721328986088
29,1994-02-11,468.92999299999997,471.130005,466.89001500000006,470.17999299999997,470.17999299999997,213740000,474.8439941999998,473.32266539999995,32.23580826827256,28.349793251953827
30,1994-02-14,470.17999299999997,471.98999000000003,469.049988,470.23001100000005,470.23001100000005,263190000,473.70599679999975,473.48233236666664,37.266107651808206,30.94346987020135
31,1994-02-15,470.23001100000005,473.410004,470.23001100000005,472.51998899999995,472.51998899999995,306790000,472.9959961999998,473.66999816666663,62.67877650304763,44.060230807709445
32,1994-02-16,472.52999900000003,474.160004,471.94000199999994,472.790009,472.790009,295450000,472.07499709999985,473.8446655333333,72.91064421720729,57.61850945735436
33,1994-02-17,472.790009,475.119995,468.44000199999994,470.339996,470.339996,340030000,471.0379975999998,473.9519989,69.80819676911945,68.46587249645812
34,1994-02-18,470.290009,471.089996,466.07000700000003,467.69000199999994,467.69000199999994,293210000,470.8259979999999,473.8783325,46.99189037344214,63.236910453256286
35,1994-02-22,467.69000199999994,471.64999400000005,467.579987,471.459991,471.459991,270900000,470.79599609999985,473.75133256666663,39.79270359868458,52.19759691374872
36,1994-02-23,471.48001100000005,472.410004,469.47000099999997,470.69000199999994,470.69000199999994,309910000,470.75999749999994,473.6366657999999,42.83605679919058,43.2068835904391
37,1994-02-24,470.64999400000005,470.64999400000005,464.26000999999997,464.26000999999997,464.26000999999997,342940000,469.9089995999999,473.30633236666654,36.86921647483543,39.832658957570196
38,1994-02-25,464.329987,466.48001100000005,464.329987,466.07000700000003,466.07000700000003,273680000,469.62300099999993,473.0929992333332,24.41943489855019,34.7082360575254
39,1994-02-28,466.07000700000003,469.160004,466.07000700000003,467.14001500000006,467.14001500000006,268690000,469.31900319999994,472.8339995999999,19.18202639167642,26.82355925502068
40,1994-03-01,467.19000199999994,467.42999299999997,462.01998899999995,464.44000199999994,464.44000199999994,304450000,468.7400023,472.53866673333323,26.94593241106128,23.515797900429295
41,1994-03-02,464.39999400000005,464.869995,457.48999000000003,464.80999800000006,464.80999800000006,361130000,467.9690032,472.22399999999993,38.08412430785728,28.070694370198325
42,1994-03-03,464.80999800000006,464.829987,462.5,463.01000999999997,463.01000999999997,291790000,466.99100329999993,471.8476673999999,42.07191602954341,35.70065758282066
43,1994-03-04,463.02999900000003,466.160004,462.410004,464.73999000000003,464.73999000000003,311850000,466.43100269999996,471.5063333666666,55.01635420466141,45.057464847354034
44,1994-03-07,464.73999000000003,468.07000700000003,464.73999000000003,466.910004,466.910004,285590000,466.3530029,471.2460001333332,66.15394150415432,54.414070579453046
45,1994-03-08,466.920013,467.790009,465.01998899999995,465.880005,465.880005,298110000,465.79500429999996,471.0430002666665,76.82050671119173,65.9969341400025
46,1994-03-09,465.94000199999994,467.420013,463.39999400000005,467.05999800000006,467.05999800000006,309810000,465.4320038999999,470.91433309999985,83.4972716765252,75.49057329729042
47,1994-03-10,467.079987,467.290009,462.459991,463.89999400000005,463.89999400000005,369370000,465.39600229999996,470.6043324999999,62.59360221708483,74.30379353493392
48,1994-03-11,463.85998499999994,466.60998499999994,462.540009,466.44000199999994,466.44000199999994,303890000,465.43300179999994,470.2506662999998,59.80832015354721,68.63306468238575
49,1994-03-14,466.44000199999994,467.60000599999995,466.079987,467.39001500000006,467.39001500000006,260150000,465.4580018,469.8736663999999,63.255026821225044,61.88564973061903
50,1994-03-15,467.39001500000006,468.98999000000003,466.040009,467.01000999999997,467.01000999999997,303750000,465.71500259999993,469.3870005666666,77.70629724734735,66.92321474070654
51,1994-03-16,467.040009,469.85000599999995,465.48001100000005,469.420013,469.420013,307640000,466.17600409999994,469.04700116666663,85.45186303929552,75.4710623692893
52,1994-03-17,469.420013,471.049988,468.619995,470.89999400000005,470.89999400000005,303930000,466.96500249999997,468.67700096666664,87.36585853125331,83.50800627263206
53,1994-03-18,470.89001500000006,471.089996,467.829987,471.05999800000006,471.05999800000006,462240000,467.5970033,468.3553345333333,97.29471382344376,90.0374784646642
54,1994-03-21,471.05999800000006,471.05999800000006,467.23001100000005,468.540009,468.540009,247380000,467.76000379999994,468.3130015666666,84.08275785319748,89.58111006929819
55,1994-03-22,468.39999400000005,470.47000099999997,467.880005,468.799988,468.799988,282240000,468.0520020999999,468.2143341666667,71.06354116811384,84.14700428158504
56,1994-03-23,468.89001500000006,470.380005,468.51998899999995,468.540009,468.540009,281500000,468.20000319999997,468.1306682,49.22108418184076,68.12246106771737
57,1994-03-24,468.57000700000003,468.57000700000003,462.410004,464.35000599999995,464.35000599999995,303740000,468.2450043999999,467.8500021,38.489320620829126,52.92464865692791
58,1994-03-25,464.35000599999995,465.290009,460.579987,460.579987,460.579987,249640000,467.6590028999999,467.57166856666663,18.762725986440774,35.49104359637022
59,1994-03-28,460.579987,461.119995,456.10000599999995,460.0,460.0,287350000,466.92000139999993,467.23233546666665,16.49670549472258,24.582917367330825
60,1994-03-29,460.0,460.32000700000003,452.42999299999997,452.48001100000005,452.48001100000005,305360000,465.46700149999987,466.64066879999996,9.139498017638823,14.799643166267392
61,1994-03-30,452.48001100000005,452.48999000000003,445.549988,445.549988,445.549988,390520000,463.0799989999999,465.74166876666663,9.139498017638823,11.591900510000075
62,1994-03-31,445.549988,447.160004,436.160004,445.76998899999995,445.76998899999995,403580000,460.56699849999984,464.8410014333333,11.08954636532693,9.789514133534858
63,1994-04-04,445.660004,445.660004,435.85998499999994,438.920013,438.920013,344390000,457.3529999999999,463.79366866666663,15.034702591626449,11.754582324864067
64,1994-04-05,439.14001500000006,448.290009,439.14001500000006,448.290009,448.290009,365990000,455.32799999999986,463.14700223333335,31.97394055851518,19.366063171822855
65,1994-04-06,448.290009,449.630005,444.98001100000005,448.049988,448.049988,302000000,453.2529999999999,462.36666880000007,45.41103099426692,30.806558048136186
66,1994-04-07,448.10998499999994,451.10000599999995,446.380005,450.880005,450.880005,289280000,451.48699959999993,461.7063355666668,74.22513285109787,50.53670146795999
67,1994-04-08,450.89001500000006,450.89001500000006,445.51000999999997,447.10000599999995,447.10000599999995,264090000,449.76199959999997,461.13433543333343,81.87033388640387,67.16883257725623
68,1994-04-11,447.119995,450.339996,447.10000599999995,449.869995,449.869995,243180000,448.69100039999995,460.5943350333335,87.34178741049827,81.14575138266667
69,1994-04-12,449.829987,450.799988,447.329987,447.57000700000003,447.57000700000003,257990000,447.44800109999994,459.9420014333335,68.59638900386228,79.26950343358816
70,1994-04-13,447.630005,448.57000700000003,442.619995,446.26000999999997,446.26000999999997,278030000,446.826001,459.33600170000017,58.32016650437404,71.41944763957821
71,1994-04-14,446.26000999999997,447.549988,443.57000700000003,446.380005,446.380005,275130000,446.90900270000003,458.7216686000001,43.570143072468845,56.82889952690173
72,1994-04-15,446.380005,447.85000599999995,445.80999800000006,446.17999299999997,446.17999299999997,309550000,446.95000310000006,458.1606680333334,43.97033125085566,48.620213609232856
73,1994-04-18,446.26998899999995,447.869995,441.48001100000005,442.459991,442.459991,271470000,447.3040009,457.4180014000001,33.167059020007216,40.23584444777725
74,1994-04-19,442.540009,444.82000700000003,438.829987,442.540009,442.540009,323280000,446.7290009,456.60566823333346,30.70870824620363,35.94869950568884
75,1994-04-20,442.540009,445.01000999999997,439.39999400000005,441.959991,441.959991,366540000,446.12000120000005,455.80833443333347,27.743078987379317,30.5396154178634
76,1994-04-21,441.959991,449.14001500000006,441.959991,448.73001100000005,448.73001100000005,378770000,445.9050018,455.1973348666668,56.245884839963175,38.23255735784872
77,1994-04-22,448.73001100000005,449.959991,447.160004,447.630005,447.630005,295710000,445.9580017,454.65500190000006,69.90429319835368,51.297752341898736
78,1994-04-25,447.64001500000006,452.709991,447.579987,452.709991,452.709991,262320000,446.24200129999997,454.1973348666668,91.69632406086329,72.61550069972672
79,1994-04-26,452.709991,452.790009,450.660004,451.869995,451.869995,288120000,446.6720001,453.6800008666668,90.73160861562081,84.11074195827928
80,1994-04-28,451.839996,452.23001100000005,447.97000099999997,449.10000599999995,449.10000599999995,325200000,446.95599969999995,453.08300073333345,86.35237026848453,89.59343431498957
81,1994-04-29,449.07000700000003,451.35000599999995,447.910004,450.910004,450.910004,293970000,447.40899959999996,452.4660004333334,75.22150389566018,84.10182759325521
82,1994-05-02,450.910004,453.57000700000003,449.049988,453.01998899999995,453.01998899999995,296130000,448.0929992,451.87000026666675,74.45105595239777,78.6749767055142
83,1994-05-03,453.05999800000006,453.98001100000005,450.51000999999997,453.02999900000003,453.02999900000003,288270000,449.15,451.2690003000001,80.59141336456493,76.75465773754098
84,1994-05-04,453.040009,453.10998499999994,449.869995,451.72000099999997,451.72000099999997,267940000,450.06799920000003,450.70833336666675,79.3114758179426,78.11798171163512
85,1994-05-05,451.72000099999997,452.82000700000003,450.72000099999997,451.380005,451.380005,255690000,451.01000060000007,450.12766726666666,68.09433662926513,75.9990752705909
86,1994-05-06,451.369995,451.369995,445.64001500000006,447.82000700000003,447.82000700000003,291910000,450.9190002,449.43700053333333,48.69097874196228,65.36559706305668
87,1994-05-09,447.82000700000003,447.82000700000003,441.839996,442.32000700000003,442.32000700000003,250870000,450.38800040000007,448.70266723333333,29.086435069169724,48.62391681346573
88,1994-05-10,442.369995,446.839996,442.369995,446.01000999999997,446.01000999999997,297660000,449.7180023000001,448.21700133333337,22.36467007179257,33.380694627641546
89,1994-05-11,446.02999900000003,446.02999900000003,440.77999900000003,441.48999000000003,441.48999000000003,277400000,448.68000180000007,447.600001,15.617312056883167,22.356139065948508
90,1994-05-12,441.5,444.799988,441.5,443.75,443.75,272770000,448.14500120000014,447.30900063333337,23.64777492080579,20.543252349827196
91,1994-05-13,443.619995,444.72000099999997,441.209991,444.14001500000006,444.14001500000006,252070000,447.4680023000002,447.2620015333334,27.22324095901226,22.162775978900424
92,1994-05-16,444.14999400000005,445.82000700000003,443.619995,444.48999000000003,444.48999000000003,234700000,446.6150024000002,447.21933490000004,45.66459849470154,32.17853812483988
93,1994-05-17,444.48999000000003,449.369995,443.700012,449.369995,449.369995,311280000,446.2490020000003,447.5676676333334,69.64948322301818,47.51244089224401
94,1994-05-18,449.39001500000006,454.450012,448.869995,453.69000199999994,453.69000199999994,337670000,446.44600210000027,447.7476674,85.1602520706089,66.8247779294429
